dynamism,urgency,scale,cost,travel_time,tardiness,over_time,is_valid,scenario_id,random_seed,comp_time,num_vehicles,num_orders
0.2,35,5.0,27262.19670126832,8830.378601268321,16605.334766666667,1826.4833333333333,true,0.20-35-5.00-7,123,725088,50,1200
0.2,35,5.0,26651.179849986944,9001.20581665361,15942.007366666667,1707.9666666666667,true,0.20-35-5.00-8,123,696264,50,1200
0.2,35,5.0,27974.101516019156,8836.323199352488,17344.044983333333,1793.7333333333333,true,0.20-35-5.00-9,123,703034,50,1200
0.2,5,1.0,8689.156333920608,2292.8805839206084,5894.659083333333,501.6166666666667,true,0.20-5-1.00-0,123,13448,10,240
0.2,5,1.0,7974.29810759461,2263.52340759461,5275.3747,435.4,true,0.20-5-1.00-1,123,14807,10,240
0.2,5,1.0,9025.088510864256,2226.5547608642564,6284.150416666666,514.3833333333333,true,0.20-5-1.00-2,123,17377,10,240
0.2,5,1.0,9159.470812317046,2212.7418623170465,6429.945616666667,516.7833333333333,true,0.20-5-1.00-3,123,14208,10,240
0.2,5,1.0,8053.693918073211,2220.25326807321,5449.457316666667,383.98333333333335,true,0.20-5-1.00-4,123,15903,10,240
0.2,5,1.0,8690.12663567599,2279.248252342656,5895.928383333333,514.95,true,0.20-5-1.00-5,123,11699,10,240
0.2,5,1.0,7655.686793887256,2222.5252105539234,5064.444916666666,368.71666666666664,true,0.20-5-1.00-6,123,15095,10,240
0.2,5,1.0,9112.646985797888,2294.58366913122,6331.863316666667,486.2,true,0.20-5-1.00-7,123,15511,10,240
0.2,5,1.0,9619.495382002735,2322.468298669401,6725.627083333334,571.4,true,0.20-5-1.00-8,123,12803,10,240
0.2,5,1.0,10095.92299391729,2291.3471772506223,7253.10915,551.4666666666667,true,0.20-5-1.00-9,123,15563,10,240
0.2,5,10.0,69910.04185448674,15618.027871153417,50360.29731666666,3931.7166666666667,true,0.20-5-10.00-0,123,1683221,100,2400
0.2,5,10.0,68689.51996829473,15650.150118294736,49244.21985,3795.15,true,0.20-5-10.00-1,123,1762126,100,2400
0.2,5,10.0,69722.78559077758,15564.457774110906,50279.66115,3878.6666666666665,true,0.20-5-10.00-2,123,1805535,100,2400
0.2,5,10.0,59993.93394752177,15683.146380855107,41502.8709,2807.9166666666665,true,0.20-5-10.00-3,123,1946992,100,2400
0.2,5,10.0,72214.48882457786,15709.958874577856,52322.31328333334,4182.216666666666,true,0.20-5-10.00-4,123,1734430,100,2400
0.2,5,10.0,62109.50228809248,16113.055021425816,43009.347266666664,2987.1,true,0.20-5-10.00-5,123,1804550,100,2400
0.2,5,10.0,70094.63223951048,15524.876922843807,50773.90531666666,3795.85,true,0.20-5-10.00-6,123,1756465,100,2400
0.2,5,10.0,68771.87476433284,15914.874997666173,49086.6331,3770.366666666667,true,0.20-5-10.00-7,123,1785432,100,2400
0.2,5,10.0,65369.656483287436,15590.142599954104,46735.51388333333,3044.0,true,0.20-5-10.00-8,123,1957730,100,2400
0.2,5,10.0,69136.65951858897,15674.999418588972,49671.7101,3789.95,true,0.20-5-10.00-9,123,1945336,100,2400
0.2,5,5.0,37851.288077142715,8669.003693809385,26931.30105,2250.983333333333,true,0.20-5-5.00-0,123,387039,50,1200
0.2,5,5.0,33515.16638035788,8824.719947024545,22933.579766666666,1756.8666666666666,true,0.20-5-5.00-1,123,390825,50,1200
0.2,5,5.0,30341.206324299987,8630.464224299989,20281.925433333334,1428.8166666666666,true,0.20-5-5.00-2,123,394849,50,1200
0.2,5,5.0,38288.6264613411,8648.355394674432,27473.071066666667,2167.2,true,0.20-5-5.00-3,123,402450,50,1200
0.2,5,5.0,30845.613116763307,8596.552100096642,20802.461016666668,1446.6,true,0.20-5-5.00-4,123,442688,50,1200
0.2,5,5.0,34287.24785318362,8539.16900318362,23917.095516666668,1830.9833333333333,true,0.20-5-5.00-5,123,403552,50,1200
0.2,5,5.0,33884.23512937052,8484.605829370521,23616.8793,1782.75,true,0.20-5-5.00-6,123,419240,50,1200
0.2,5,5.0,33060.756598223,8654.856181556332,22746.03375,1659.8666666666666,true,0.20-5-5.00-7,123,416836,50,1200
0.2,5,5.0,36814.544712376795,8520.093029043459,26082.701683333333,2211.75,true,0.20-5-5.00-8,123,361760,50,1200
0.2,5,5.0,32100.522987984958,8721.12815465162,21831.744833333334,1547.65,true,0.20-5-5.00-9,123,390660,50,1200
0.5,20,1.0,7381.307663453784,2281.6483801204504,4612.32595,487.3333333333333,true,0.50-20-1.00-0,123,18394,10,240
0.5,20,1.0,5989.357885503307,2240.1707521699736,3365.887133333333,383.3,true,0.50-20-1.00-1,123,20623,10,240
0.5,20,1.0,8291.172968145116,2316.10410147845,5387.7022,587.3666666666667,true,0.50-20-1.00-2,123,20783,10,240
0.5,20,1.0,7484.481881238523,2316.84704790519,4691.468166666667,476.1666666666667,true,0.50-20-1.00-3,123,21056,10,240
0.5,20,1.0,6880.633050513221,2320.941617179887,4123.5581,436.1333333333333,true,0.50-20-1.00-4,123,19894,10,240
0.5,20,1.0,7658.507598491485,2338.197215158151,4834.510383333333,485.8,true,0.50-20-1.00-5,123,18923,10,240
0.5,20,1.0,6583.898927389492,2249.159744056159,3928.55585,406.18333333333334,true,0.50-20-1.00-6,123,18106,10,240
0.5,20,1.0,6168.777029569236,2365.9282129025696,3411.5988166666666,391.25,true,0.50-20-1.00-7,123,19018,10,240
0.5,20,1.0,7138.828939400666,2427.176072733999,4265.102866666667,446.55,true,0.50-20-1.00-8,123,16202,10,240
0.5,20,1.0,5714.903258032332,2426.0984080323324,2963.60485,325.2,true,0.50-20-1.00-9,123,17149,10,240
0.5,20,10.0,55641.94659176495,16221.493158431611,36176.953433333336,3243.5,true,0.50-20-10.00-0,123,2856418,100,2400
0.5,20,10.0,54766.549920353704,16139.557703687036,35576.092216666664,3050.9,true,0.50-20-10.00-1,123,2880435,100,2400
0.5,20,10.0,54977.95375942326,16314.009026089934,35398.84473333333,3265.1,true,0.50-20-10.00-2,123,1594879,100,2400
0.5,20,10.0,53550.81862359926,16115.069206932596,34303.96608333333,3131.7833333333333,true,0.50-20-10.00-3,123,2789713,100,2400
0.5,20,10.0,51867.19181392107,15937.247380587734,33186.9111,2743.0333333333333,true,0.50-20-10.00-4,123,2800252,100,2400
0.5,20,10.0,56075.82818530297,16246.874201969633,36340.97065,3487.983333333333,true,0.50-20-10.00-5,123,2676203,100,2400
0.5,20,10.0,55220.90617323734,16223.311773237347,35769.6444,3227.95,true,0.50-20-10.00-6,123,2071490,100,2400
0.5,20,10.0,58867.42964889308,15975.366798893085,39163.579516666665,3728.483333333333,true,0.50-20-10.00-7,123,2834111,100,2400
0.5,20,10.0,59788.95269277338,15962.30062610671,40181.8354,3644.8166666666666,true,0.50-20-10.00-8,123,2808641,100,2400
0.5,20,10.0,57826.74638110691,16096.582347773576,38242.147366666664,3488.016666666667,true,0.50-20-10.00-9,123,2738613,100,2400
0.5,20,5.0,30050.565526136834,8956.661876136834,19117.436983333333,1976.4666666666667,true,0.50-20-5.00-0,123,675554,50,1200
0.5,20,5.0,29472.750415151786,9017.858665151787,18618.158416666665,1836.7333333333333,true,0.50-20-5.00-1,123,569730,50,1200
0.5,20,5.0,27795.226276752615,9017.272760085947,16974.220183333335,1803.7333333333333,true,0.50-20-5.00-2,123,633176,50,1200
0.5,20,5.0,26510.66728934407,8757.911622677402,16239.155666666667,1513.6,true,0.50-20-5.00-3,123,611302,50,1200
0.5,20,5.0,28109.225836178968,8968.341569512302,17459.4676,1681.4166666666667,true,0.50-20-5.00-4,123,665612,50,1200
0.5,20,5.0,31039.026194617283,8962.25104461728,20187.62515,1889.15,true,0.50-20-5.00-5,123,644417,50,1200
0.5,20,5.0,26547.573750782092,8971.707650782093,15897.6661,1678.2,true,0.50-20-5.00-6,123,648800,50,1200
0.5,20,5.0,26029.318827887164,8935.76904455383,15460.833116666667,1632.7166666666667,true,0.50-20-5.00-7,123,629028,50,1200
0.5,20,5.0,27713.709418963528,9179.363868963526,16777.962216666667,1756.3833333333334,true,0.50-20-5.00-8,123,636676,50,1200
0.5,20,5.0,27216.174535626516,8765.89881895985,16921.125716666666,1529.15,true,0.50-20-5.00-9,123,659064,50,1200
0.5,35,1.0,7260.246273243114,2382.0866399097804,4420.792966666667,457.3666666666667,true,0.50-35-1.00-0,123,26157,10,240
0.5,35,1.0,7692.633260759334,2247.942210759335,4943.924383333333,500.76666666666665,true,0.50-35-1.00-1,123,24948,10,240
0.5,35,1.0,8025.767566999587,2143.3367836662537,5314.530783333334,567.9,true,0.50-35-1.00-2,123,24602,10,240
0.5,35,1.0,7476.928932600278,2355.2068826002774,4631.3553833333335,490.3666666666667,true,0.50-35-1.00-3,123,24578,10,240
0.5,35,1.0,7327.7390541794075,2208.9438041794074,4596.878583333333,521.9166666666666,true,0.50-35-1.00-4,123,23969,10,240
0.5,35,1.0,6249.747314571367,2297.579281238033,3589.868033333333,362.3,true,0.50-35-1.00-5,123,23221,10,240
0.5,35,1.0,5600.329693190807,2251.3346598574735,2999.128366666667,349.8666666666667,true,0.50-35-1.00-6,123,21108,10,240
0.5,35,1.0,6217.416473240879,2299.3133399075464,3501.7031333333334,416.4,true,0.50-35-1.00-7,123,23286,10,240
0.5,35,1.0,6677.657027874192,2234.470227874192,4039.320133333333,403.8666666666667,true,0.50-35-1.00-8,123,29485,10,240
0.5,35,1.0,5934.691101545275,2309.1793182119413,3227.2617833333334,398.25,true,0.50-35-1.00-9,123,21873,10,240
0.5,35,10.0,53336.122259184194,16245.393909184198,33912.72835,3178.0,true,0.50-35-10.00-0,123,3646382,100,2400
0.5,35,10.0,52839.83118101756,16129.047647684229,33660.86686666666,3049.9166666666665,true,0.50-35-10.00-1,123,3745430,100,2400
0.5,35,10.0,51893.39760111417,16316.33731778084,32474.210283333334,3102.85,true,0.50-35-10.00-2,123,3568380,100,2400
0.5,35,10.0,50969.212208487836,16252.327475154505,31848.3514,2868.5333333333333,true,0.50-35-10.00-3,123,3758190,100,2400
0.5,35,10.0,60347.99349318191,15983.26140984857,40714.215416666666,3650.516666666667,true,0.50-35-10.00-4,123,3665881,100,2400
0.5,35,10.0,54493.601708984475,16199.925992317814,35088.575716666666,3205.1,true,0.50-35-10.00-5,123,2347268,100,2400
0.5,35,10.0,54624.94558220178,16237.274565535112,35167.037683333336,3220.633333333333,true,0.50-35-10.00-6,123,3585388,100,2400
0.5,35,10.0,56213.475141724535,16160.260958391194,36895.13085,3158.0833333333335,true,0.50-35-10.00-7,123,3811662,100,2400
0.5,35,10.0,53945.56887939459,16147.47924606125,34646.5063,3151.5833333333335,true,0.50-35-10.00-8,123,3639186,100,2400
0.5,35,10.0,52319.3841686094,16256.238918609397,33047.74525,3015.4,true,0.50-35-10.00-9,123,3635585,100,2400
0.5,35,5.0,29281.584024367836,8959.932007701169,18430.968683333333,1890.6833333333334,true,0.50-35-5.00-0,123,860616,50,1200
0.5,35,5.0,30267.79870665275,8709.788223319412,19589.32715,1968.6833333333334,true,0.50-35-5.00-1,123,767761,50,1200
0.5,35,5.0,27393.036191080653,9099.136424413982,16685.249766666668,1608.65,true,0.50-35-5.00-2,123,829652,50,1200
0.5,35,5.0,26399.701607193136,8819.481290526472,16006.35365,1573.8666666666666,true,0.50-35-5.00-3,123,807276,50,1200
0.5,35,5.0,29536.74341953197,8889.88611953197,18702.490633333335,1944.3666666666666,true,0.50-35-5.00-4,123,777975,50,1200
0.5,35,5.0,27105.792433762508,8988.95011709584,16504.208983333334,1612.6333333333334,true,0.50-35-5.00-5,123,850333,50,1200
0.5,35,5.0,27666.14071239893,9035.033845732263,16944.806866666666,1686.3,true,0.50-35-5.00-6,123,812092,50,1200
0.5,35,5.0,30257.12225196189,9058.241218628555,19435.214366666667,1763.6666666666667,true,0.50-35-5.00-7,123,751729,50,1200
0.5,35,5.0,28740.571734872017,9120.72256820535,17804.849166666667,1815.0,true,0.50-35-5.00-8,123,859232,50,1200
0.5,35,5.0,28985.58510493984,8896.395954939844,18287.58915,1801.6,true,0.50-35-5.00-9,123,778936,50,1200
0.5,5,1.0,7910.593358831603,2307.2862088316037,5140.090483333333,463.21666666666664,true,0.50-5-1.00-0,123,12077,10,240
0.5,5,1.0,7749.803233338497,2239.7498000051633,5066.0201,444.03333333333336,true,0.50-5-1.00-1,123,15009,10,240
0.5,5,1.0,7970.304494614604,2392.9272779479375,5070.027216666666,507.35,true,0.50-5-1.00-2,123,12130,10,240
0.5,5,1.0,7365.722452216851,2449.078302216851,4511.54415,405.1,true,0.50-5-1.00-3,123,13339,10,240
0.5,5,1.0,7957.963081785528,2443.558015118861,5073.8384,440.56666666666666,true,0.50-5-1.00-4,123,15626,10,240
0.5,5,1.0,9975.86268869585,2240.9221553625175,7129.0572,605.8833333333333,true,0.50-5-1.00-5,123,14018,10,240
0.5,5,1.0,8340.595159886963,2274.3531098869635,5590.84205,475.4,true,0.50-5-1.00-6,123,15236,10,240
0.5,5,1.0,9532.706268499453,2266.2029518327854,6705.969983333333,560.5333333333333,true,0.50-5-1.00-7,123,16184,10,240
0.5,5,1.0,8195.90530647845,2440.6891064784495,5277.032866666666,478.18333333333334,true,0.50-5-1.00-8,123,13634,10,240
0.5,5,1.0,8160.153899483689,2205.199732817022,5450.354166666667,504.6,true,0.50-5-1.00-9,123,15507,10,240
0.5,5,10.0,61992.09430441221,16254.832471078878,42580.54516666666,3156.7166666666667,true,0.50-5-10.00-0,123,2301636,100,2400
0.5,5,10.0,65706.55223847697,16062.189938476979,46238.17896666667,3406.1833333333334,true,0.50-5-10.00-1,123,2282594,100,2400
0.5,5,10.0,64971.455231512824,16301.815898179495,45269.63933333333,3400.0,true,0.50-5-10.00-2,123,1195576,100,2400
0.5,5,10.0,60892.20172628039,16187.22052628039,41495.014533333335,3209.9666666666667,true,0.50-5-10.00-3,123,2131815,100,2400
0.5,5,10.0,63131.19921602131,16098.592616021315,43637.173266666665,3395.4333333333334,true,0.50-5-10.00-4,123,2166960,100,2400
0.5,5,10.0,66400.14452654822,16021.632376548212,46829.778816666665,3548.733333333333,true,0.50-5-10.00-5,123,1952590,100,2400
0.5,5,10.0,64610.81100222747,16321.908968894137,44935.9187,3352.983333333333,true,0.50-5-10.00-6,123,2330236,100,2400
0.5,5,10.0,60132.02447416172,16096.013640828385,40946.894166666665,3089.116666666667,true,0.50-5-10.00-7,123,2170497,100,2400
0.5,5,10.0,63317.92762678997,16122.979776789973,43805.34785,3389.6,true,0.50-5-10.00-8,123,2218642,100,2400
0.5,5,10.0,62391.90845829563,16183.029608295636,42834.895516666664,3373.983333333333,true,0.50-5-10.00-9,123,2188527,100,2400
0.5,5,5.0,35035.68808928263,9017.55478928263,24092.6333,1925.5,true,0.50-5-5.00-0,123,512410,50,1200
0.5,5,5.0,32837.73346749058,9035.933784157243,21944.049683333335,1857.75,true,0.50-5-5.00-1,123,466611,50,1200
0.5,5,5.0,33513.68584274109,8970.303809407756,22630.265366666667,1913.1166666666666,true,0.50-5-5.00-2,123,456773,50,1200
0.5,5,5.0,32377.331041122314,8959.612724455648,21688.15165,1729.5666666666666,true,0.50-5-5.00-3,123,502553,50,1200
0.5,5,5.0,34797.2621642842,8943.899797617529,23751.2457,2102.116666666667,true,0.50-5-5.00-4,123,468468,50,1200
0.5,5,5.0,32919.0920265054,8979.113976505405,22228.694716666665,1711.2833333333333,true,0.50-5-5.00-5,123,502411,50,1200
0.5,5,5.0,34971.56205024329,8853.701483576624,24094.410566666666,2023.45,true,0.50-5-5.00-6,123,489492,50,1200
0.5,5,5.0,35749.90425926288,8860.944792596218,24857.3428,2031.6166666666666,true,0.50-5-5.00-7,123,507785,50,1200
0.5,5,5.0,32857.869157159395,9067.064423826063,21989.904733333333,1800.9,true,0.50-5-5.00-8,123,540522,50,1200
0.5,5,5.0,32860.71277171011,9146.108988376776,21994.787116666666,1719.8166666666666,true,0.50-5-5.00-9,123,479268,50,1200
0.8,20,1.0,6115.78352730662,2330.3220273066204,3402.6615,382.8,true,0.80-20-1.00-0,123,15457,10,240
0.8,20,1.0,7564.830903079574,2284.754703079573,4744.092866666667,535.9833333333333,true,0.80-20-1.00-1,123,17935,10,240
0.8,20,1.0,7351.668452311954,2286.1681356452877,4565.950316666666,499.55,true,0.80-20-1.00-2,123,19461,10,240
0.8,20,1.0,6515.52361641898,2319.056183085647,3773.4341,423.03333333333336,true,0.80-20-1.00-3,123,16988,10,240
0.8,20,1.0,6854.369890914632,2277.2525909146325,4138.5673,438.55,true,0.80-20-1.00-4,123,20968,10,240
0.8,20,1.0,5623.298844137127,2269.6790108037935,2973.9531666666667,379.6666666666667,true,0.80-20-1.00-5,123,14167,10,240
0.8,20,1.0,5860.555249637987,2276.1022663046533,3207.7529833333333,376.7,true,0.80-20-1.00-6,123,14859,10,240
0.8,20,1.0,6829.727094629265,2435.9219279625986,3956.1718333333333,437.6333333333333,true,0.80-20-1.00-7,123,17743,10,240
0.8,20,1.0,7364.265458013365,2342.7572413466983,4518.324883333334,503.18333333333334,true,0.80-20-1.00-8,123,18650,10,240
0.8,20,1.0,7530.930260812965,2374.475644146298,4669.004616666667,487.45,true,0.80-20-1.00-9,123,20111,10,240
0.8,20,10.0,55821.31727464865,16313.619807981986,36166.9808,3340.7166666666667,true,0.80-20-10.00-0,123,2902411,100,2400
0.8,20,10.0,56057.093500949544,15967.476200949548,36861.1173,3228.5,true,0.80-20-10.00-1,123,2937798,100,2400
0.8,20,10.0,55789.29370013052,15828.835883463851,36624.34115,3336.116666666667,true,0.80-20-10.00-2,123,2892697,100,2400
0.8,20,10.0,54749.02484392982,16079.21834392982,35421.58983333333,3248.2166666666667,true,0.80-20-10.00-3,123,2857144,100,2400
0.8,20,10.0,56888.16348762728,16292.923770960617,37256.23971666666,3339.0,true,0.80-20-10.00-4,123,2802072,100,2400
0.8,20,10.0,52548.64387360154,16012.544390268204,33457.799483333336,3078.3,true,0.80-20-10.00-5,123,2780708,100,2400
0.8,20,10.0,53818.572741091484,16298.047241091484,34297.34216666667,3223.1833333333334,true,0.80-20-10.00-6,123,2929313,100,2400
0.8,20,10.0,55442.13846896705,15942.270202300384,36157.43493333333,3342.4333333333334,true,0.80-20-10.00-7,123,2899246,100,2400
0.8,20,10.0,53991.64606803334,16268.831418033342,34592.131316666666,3130.6833333333334,true,0.80-20-10.00-8,123,2782783,100,2400
0.8,20,10.0,55722.3134399398,16131.10955660646,36181.77055,3409.4333333333334,true,0.80-20-10.00-9,123,2786549,100,2400
0.8,20,5.0,26721.47870970793,8846.892243041264,16284.936466666666,1589.65,true,0.80-20-5.00-0,123,614026,50,1200
0.8,20,5.0,28958.478119065436,9032.380985732105,18087.580466666666,1838.5166666666667,true,0.80-20-5.00-1,123,638698,50,1200
0.8,20,5.0,26938.211259157175,8902.590009157177,16399.537916666668,1636.0833333333333,true,0.80-20-5.00-2,123,600245,50,1200
0.8,20,5.0,28758.8066147891,8871.252714789098,18160.62056666667,1726.9333333333334,true,0.80-20-5.00-3,123,677956,50,1200
0.8,20,5.0,29234.16018932248,8949.48838932248,18476.0718,1808.6,true,0.80-20-5.00-4,123,647154,50,1200
0.8,20,5.0,26878.54090199066,9028.900868657327,16181.790033333333,1667.85,true,0.80-20-5.00-5,123,572894,50,1200
0.8,20,5.0,28253.67514199301,8870.08035865968,17646.294783333335,1737.3,true,0.80-20-5.00-6,123,637702,50,1200
0.8,20,5.0,27680.55955191714,8980.16076858381,16978.79878333333,1721.6,true,0.80-20-5.00-7,123,620465,50,1200
0.8,20,5.0,27191.417999860765,9007.983749860765,16484.217583333335,1699.2166666666667,true,0.80-20-5.00-8,123,660094,50,1200
0.8,20,5.0,29272.894009776872,8954.583393110204,18492.560616666666,1825.75,true,0.80-20-5.00-9,123,645141,50,1200
0.8,35,1.0,6681.674771479138,2263.2872881458047,3959.570816666667,458.81666666666666,true,0.80-35-1.00-0,123,21821,10,240
0.8,35,1.0,6300.6692103766345,2295.1865437099677,3582.966,422.51666666666665,true,0.80-35-1.00-1,123,20624,10,240
0.8,35,1.0,6210.233612082205,2284.054012082205,3464.7796,461.4,true,0.80-35-1.00-2,123,21856,10,240
